compound,LogP,num_ring,tc,num_hba,num_hbd,A_E_HOMO (a.u.),A_E_LUMO (a.u.),A_Molweight (Da),A_Total Atoms (n),A_Volume (Angstrom^3),A_Surface area (Bohr^2),A_Positive surface area (Bohr^2),A_Negative surface area (Bohr^2),A_Electric Density (g/cm^3),A_Potential Minimal value (kcal/mol),A_Potential Maximal value (kcal/mol),A_Internal charge separation (a.u.),A_MPI (eV),A_Nonpolar surface area (Angstrom^2),A_Polar surface area (Angstrom^2),A_Overall skewness (),A_Sphericity (),Vertical IP,Vertical EA,Mulliken electronegativity,Chemical potential,Hardness,Softness,Nucleophilicity index,Electrophilicity index,ESP_MAX_O_e,ESP_Pi_O_e,ALIE_AVG_O_e,LEA_MAX_O_e,rho_All_AVG_O_e,EDensity_MIN_O_e,EDensity_MAX_O_e,smiles,Metal,delta_G,Ionic_Radius,Atomic_Number,electronegativity,MW,coord_num,FirstIE,SecondIE,ThirdIE
CID_139947163,3.1887000000000016,1,46.53,2,1,-0.252243,-0.01144,227.21712,31,1995.20409,976.51848,0.0,976.51848,1.2761,-144.67017,-21.84707,0.04194251,3.20546775,0.0,273.45,-0.7282101762,0.7849,0.172643,-0.118823,0.02691,-0.02691,0.291465,3.430943,0.230128,0.001242,-111.135366895,4.4995295,9.4555265,-18.683707079999998,-0.00276547,0.0039886025000000006,0.004008718,CCCCP(=O)(O)OCC1=CC=CC=C1,deltaG_Mn_8,-0.0547112680001191,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_4312254,0.7558999999999996,1,66.76,3,2,-0.238318,-0.01313,181.16571,22,1504.7699,785.09686,0.0,785.09686,1.3491,-156.84448,-13.12465,0.05655244,3.26881459,0.0,219.85,-0.369706372,0.8089,0.14934,-0.117758,0.015791,-0.015791,0.267097,3.743957,0.271279,0.000467,-113.00923703000001,6.564574,9.05347,-15.54190449,-0.00305753,0.0039849895,0.0040089125,C1=CC(=CC=C1C(=O)O)OCCO,deltaG_Mn_8,-0.0606572940002934,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_13678038,2.5111000000000008,1,75.63000000000001,3,2,-0.237679,-0.009815,264.29756,37,2285.76965,1088.57556,0.0,1088.57556,1.2957,-143.85545,-22.54023,0.03932574,3.07877685,0.0,304.83,-0.5694844719,0.7709,0.155105,-0.116084,0.019511,-0.019511,0.271189,3.687465,0.24091,0.000702,-105.67897268,6.098781000000001,9.8200815,-19.314549069999998,-0.0031230800000000003,0.003984337,0.004011286500000001,C[C@](C1=CC=CC=C1)(C(=O)O)NC(=O)OC(C)(C)C,deltaG_Mn_8,-0.0557652600000437,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_60110707,1.0763,1,54.370000000000005,2,1,-0.235494,-0.01959,155.17145,22,1382.1366,703.78136,0.0,703.78136,1.2581,-152.39456,-33.68137,0.04472417,3.58173786,0.0,197.08,-0.5086061692,0.8526,,,,,,,,,9.246772,,0.0020029855,-0.009319876165000001,,,,CCC1C[C@@H](CC1=O)C(=O)O,deltaG_Mn_8,-0.0662950060002458,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_165915224,0.6218000000000001,2,66.4,2,2,-0.240747,0.001473,196.22345,28,1673.42935,817.23785,0.0,817.23785,1.314,-145.24435,-39.64396,0.03776129,3.41018167,0.0,228.85,-0.6739428156,0.8341,0.157112,-0.128448,0.014332,-0.014332,0.28556,3.501895,0.249347,0.00036,-103.34317652,6.9671865,9.323226,-18.423998635,-0.003063365,0.003984413,0.00400874,CC(=O)N[C@@H]1C[C@H]2C[C@@H]1C[C@H]2C(=O)O,deltaG_Mn_8,-0.0605972460002703,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_611718,2.9771,2,63.60000000000001,3,1,-0.23804,-0.040915,255.24601,30,2091.0373,1045.55411,0.0,1045.55411,1.3679,-155.15452,-5.23727,0.05195842,2.87513266,8.17,284.62,-0.5651509722,0.7563,,,,,,,,,9.232307,,0.002001951,-0.01651486537,,,,CC(=O)OC1=CC=C(C=C1)C2=CC(=CC=C2)C(=O)O,deltaG_Mn_8,-0.0568795960000443,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_91461029,7.074200000000007,0,57.53,4,3,-0.230744,-0.000508,419.70543,70,4135.68178,2039.44887,33.05564,2006.39322,1.1372,-159.46812,23.93507,0.04615612,1.70267554,60.58,510.53,-1.5265536824,0.6109,0.137823,-0.069379,0.034222,-0.034222,0.207202,4.826212,0.280752,0.002826,-117.384182905,6.4639285,9.160067999999999,-16.1681437,-0.003138515,0.003983412,0.004009299,C(CCCCCO)CCCCC(S)SCCCCCCCCCCC(=O)O,deltaG_Mn_8,-0.0591430500001024,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_140984984,2.963800000000001,1,55.760000000000005,3,1,-0.231509,-0.030509,253.21138,31,2115.076,1046.99157,0.0,1046.99157,1.3415,-137.97455,-21.85919,0.04422658,3.20872325,0.0,293.19,-0.5049399489,0.7611,0.164635,-0.117261,0.023687,-0.023687,0.281896,3.547407,0.222908,0.000995,-113.84635302,3.459556,9.989795999999998,-19.73723914,-0.00261772,0.0039847295,0.0040105485,CCCOP(=O)(O)OC1=CC=CC=C1C#CC,deltaG_Mn_8,-0.050023210000063,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_68913997,3.2269000000000014,1,55.760000000000005,3,1,-0.233679,-0.008994,243.21653,32,2058.71481,996.0215,0.0,996.0215,1.3239,-136.88545,-29.63087,0.04153362,3.2450842,0.0,278.91,-0.6435843701,0.7857,0.162787,-0.123303,0.019742,-0.019742,0.28609,3.495405,0.228781,0.000681,-110.55353099999999,3.41242,9.990253500000001,-19.144720319999998,-0.0026488149999999997,0.003981807,0.0040106645,CC(C)C(C)OP(=O)(O)OC1=CC=CC=C1,deltaG_Mn_8,-0.0536182100001951,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_54460891,3.6260000000000026,2,46.53,2,1,-0.236486,-0.012628,253.25448,35,2200.14153,1057.91491,0.0,1057.91491,1.2899,-148.05104,-20.61261,0.0417405,3.09057494,0.0,296.25,-0.9142509378,0.7733,0.153898,-0.122951,0.015473,-0.015473,0.276849,3.61208,0.240539,0.000432,-114.813211885,4.6662405,9.237009,-18.071825885000003,-0.00291275,0.0039869095,0.004008414,C1CCC(CC1)P(=O)(COC2=CC=CC=C2)O,deltaG_Mn_8,-0.0567297100003543,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_5312594,1.2033,0,37.3,1,1,-0.232229,-0.026153,111.11881,15,1084.00868,610.70431,0.0,610.70431,1.1487,-155.92458,-27.446,0.05112728,3.7940093,0.0,171.01,-0.2638753905,0.8356,0.151831,-0.142423,0.004704,-0.004704,0.294254,3.398426,0.277517,3.8e-05,-110.838963,6.6344775,9.002073,-15.712035114999999,-0.0031238999999999998,0.003981868,0.0040089719999999995,C=C/C=C/CC(=O)O,deltaG_Mn_8,-0.0682483640000555,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_217832,1.9197999999999997,1,49.33,2,2,-0.215514,-0.007926,202.22963,27,1836.35981,926.07272,0.0,926.07272,1.234,-157.38689,-0.31804,0.04982959,3.19364489,3.87,255.45,-0.45423096,0.7831,0.127237,-0.107396,0.009921,-0.009921,0.234633,4.261977,0.270912,0.00021,-116.87588059000001,6.2424075000000006,9.2771945,-17.63747226,-0.00310131,0.0039847915,0.004009632,CC(C1=CC=C(C=C1)NCC#C)C(=O)O,deltaG_Mn_8,-0.0703146180003386,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_139947113,4.359000000000004,1,46.53,2,1,-0.23921,-0.008047,269.29698,40,2442.18069,1133.53675,0.0,1133.53675,1.2357,-141.42289,-26.48431,0.03313942,3.14128292,0.0,317.42,-0.9547924347,0.7737,0.165084,-0.121816,0.021634,-0.021634,0.2869,3.485538,0.225134,0.000816,-113.18760636,4.4227355,9.3987145,-18.577316465000003,-0.0027361950000000003,0.003987565,0.0040098415,CCCCCCCOP(=O)(CC1=CC=CC=C1)O,deltaG_Mn_8,-0.0963153100003637,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_23069004,0.37050000000000033,1,97.46,4,2,-0.225211,-0.029223,214.21852,22,1599.38657,807.06735,0.0,807.06735,1.5009,-143.73962,-10.92529,0.04327102,3.3704254,0.0,226.0,-0.0539224713,0.8195,0.161135,-0.121105,0.020015,-0.020015,0.28224,3.543085,0.232803,0.00071,-98.171773265,7.1924845,9.7334625,-19.084981785,-0.002989795,0.003984167,0.004009591,CS(=O)(=O)C1=CC(=C(C=C1)N)C(=O)O,deltaG_Mn_8,-0.0537882099999933,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_88639554,2.3192000000000004,0,74.22000000000001,5,1,-0.256347,0.005423,269.25225,39,2317.5339,1125.11741,0.0,1125.11741,1.3019,-135.42514,-28.51859,0.03649225,3.16324061,0.0,315.06,-0.7246643637,0.7527,0.173392,-0.123434,0.024979,-0.024979,0.296826,3.368979,0.225164,0.001051,-112.04983437,3.33911,9.8261895,-19.556589705,-0.0029094200000000002,0.0039890585,0.004008579,CCCCOP(=O)(O)OCC(OCC)OCC,deltaG_Mn_8,-0.0584095500000785,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_185711,1.2033,0,37.3,1,1,-0.232233,-0.026166,111.11881,15,1084.07644,610.72514,0.0,610.72514,1.1486,-155.92811,-27.44184,0.05113325,3.79391533,0.0,171.02,-0.2639473116,0.8356,0.14244,-0.144959,-0.001259,0.001259,0.287398,3.479491,0.269032,3e-06,-112.07929931000001,6.581573499999999,9.331196,-17.19445699,-0.0031182199999999997,0.003987323,0.0040093,C=CC=CCC(=O)O,deltaG_Mn_8,-0.0666085800000928,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_158928736,2.25842,1,55.760000000000005,3,1,-0.245027,-0.009789,215.16329,26,1748.2323,868.0272,0.0,868.0272,1.3792,-141.47145,-21.89407,0.05082862,3.2898379,0.0,243.07,-0.4071969946,0.8085,0.175049,-0.112582,0.031233,-0.031233,0.287631,3.476681,0.224858,0.001696,-112.47125911500001,3.6778,9.842114500000001,-19.646483609999997,-0.002655985,0.0039843835,0.0040089005,CC1=CC=C(C=C1)COP(=O)(O)OC,deltaG_Mn_8,-0.0602175140002145,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_12629197,2.956700000000002,2,59.42,3,1,-0.247111,-0.054884,250.21074,30,2041.11052,997.39719,0.0,997.39719,1.3737,-144.31209,-14.97264,0.04429695,3.21634296,0.0,279.3,-0.4429058013,0.7802,0.16484,-0.103453,0.030693,-0.030693,0.268293,3.727262,0.233443,0.001756,-115.71336955000001,4.1864175,9.562042,-18.762333955,-0.00270718,0.0039807875,0.0040082855,CCOP(=O)(CC1=NC2=CC=CC=C2C=C1)O,deltaG_Mn_8,-0.0740644400000292,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_57140965,4.257800000000003,2,55.760000000000005,3,1,-0.225672,-0.033742,291.25947,36,2401.60136,1145.17395,0.0,1145.17395,1.359,-137.30198,-11.1403,0.04425656,2.92491414,0.0,320.68,-0.6567123694,0.7573,0.164425,-0.105392,0.029517,-0.029517,0.269817,3.706217,0.220341,0.001614,-107.953812325,3.7188255,9.982760500000001,-18.768931334999998,-0.002661015,0.003986015,0.004010502,CC(C)OP(=O)(O)OC1=CC=C(C=C1)C2=CC=CC=C2,deltaG_Mn_8,-0.0627948200005903,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_58134130,1.6644999999999999,2,101.76,5,2,-0.222615,-0.040366,244.11837,23,1707.29655,877.65017,0.0,877.65017,1.6023,-134.7939,-4.92737,0.0499754,3.32490176,4.12,241.65,-0.0154082768,0.7871,0.173931,-0.107646,0.033143,-0.033143,0.281577,3.551428,0.214139,0.001951,-105.07405509,2.8911065,10.142584,-19.43255232,-0.002636615,0.003978665,0.004008721,COP(=O)(O)OC(=O)C1=CC2=C(N1)C=CO2,deltaG_Mn_8,-0.0450807100003203,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_89139491,6.3241000000000085,0,37.3,1,1,-0.227459,-5.2e-05,317.46757,59,3237.90834,1456.10123,0.0,1456.10123,1.0987,-153.20666,-17.8696,0.0392733,2.58199005,0.0,407.75,-1.3216575442,0.7269,0.144474,-0.100305,0.022085,-0.022085,0.244778,4.08533,0.247522,0.000996,-115.005758165,5.1559205,8.9988975,-17.77540149,-0.002829115,0.0039869225,0.0040089135,CCCCCCC(C)C(C)P(=O)(CC(C)CC(C)(C)C)O,deltaG_Mn_8,-0.0755804000002626,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_13056189,2.6664000000000017,2,61.36,1,3,-0.228068,-0.01104,275.26333,35,2336.1278,1141.72081,0.0,1141.72081,1.3204,-143.19701,-20.38099,0.03993441,2.95283966,0.0,319.71,-0.8712476231,0.7457,0.154053,-0.108153,0.02295,-0.02295,0.262206,3.813802,0.237818,0.001004,-105.55949527,5.4778804999999995,9.44959,-17.94730052,-0.00280355,0.0039851495,0.004008327,C1=CC=C(C=C1)CNP(=O)(NCC2=CC=CC=C2)O,deltaG_Mn_8,-0.0675991800005704,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_113997243,1.9311999999999996,1,74.60000000000001,3,2,-0.230575,0.002357,275.38461,41,2428.6429,1147.6104,0.0,1147.6104,1.2706,-158.14451,-6.36639,0.05786561,2.6468698,3.34,318.02,-0.5945506812,0.7614,0.141185,-0.092946,0.02412,-0.02412,0.234131,4.271108,0.27577,0.001242,-111.01399931,6.9730245,8.8829505,-15.8827472,-0.00314668,0.003988803,0.0040087455,CCCCCS(=O)CC1(CCC(CC1)C(=O)O)O,deltaG_Mn_8,-0.0620521500006816,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_79581829,3.0623000000000014,1,58.56,3,2,-0.213178,0.001279,284.41491,50,2782.62417,1326.66144,0.0,1326.66144,1.1454,-153.18791,-14.20707,0.04341725,2.62616694,0.0,371.5,-0.8706979039,0.7212,0.126012,-0.095548,0.015232,-0.015232,0.22156,4.51346,0.271774,0.000524,-113.47481489,6.231928,9.236457999999999,-18.11844158,-0.00317271,0.00399154,0.004008573,CCNC1(CCCC1CCOCCCC(C)C)C(=O)O,deltaG_Mn_8,-0.0659666680001009,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_167232471,1.4846999999999992,2,68.01,4,1,-0.24955,-0.044305,210.15004,23,1652.8836,829.05823,0.0,829.05823,1.4247,-134.83679,-24.00526,0.03922968,3.48652772,0.0,232.16,-0.1963394251,0.8154,0.180243,-0.129538,0.025353,-0.025353,0.30978,3.228093,0.21024,0.001037,-99.24794972000001,4.6984195,9.869218,-19.492476025000002,-0.0026792450000000002,0.0039751905,0.0040090805,CCP(=O)(N1C2=CC=CC=C2N=N1)O,deltaG_Mn_8,-0.0356229260000873,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_586595,2.7003000000000004,1,72.83,4,1,-0.247538,-0.025522,237.22909,30,1985.76075,1024.93256,0.0,1024.93256,1.3387,-155.07818,-10.87695,0.05554295,2.83957015,0.0,287.01,-0.5599696042,0.7454,0.15261,-0.104032,0.024289,-0.024289,0.256641,3.896488,0.258975,0.001149,-112.3702486,6.433004,9.475651,-16.951978994999997,-0.003064595,0.003986673,0.004009431,CCCCOC(=O)OC1=CC=C(C=C1)C(=O)O,deltaG_Mn_8,-0.0554661180001403,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_16776987,3.0862000000000007,3,50.19,2,1,-0.224498,-0.055831,222.21934,25,1801.9309,883.75155,0.0,883.75155,1.3819,-159.51317,-12.35809,0.05981566,3.32537916,0.0,247.48,-0.461942783,0.8103,0.133594,-0.103663,0.014965,-0.014965,0.237258,4.214829,0.261478,0.000472,-118.75287802,5.9036930000000005,9.448701,-18.470183505,-0.002798885,0.003980151,0.0040088345,C1=CC=C2C3=C(C(=CC2=C1)C(=O)O)N=CC=C3,deltaG_Mn_8,-0.0668692460001239,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_13359886,2.8428000000000018,1,63.60000000000001,3,1,-0.244609,-0.011154,283.2805,39,2479.7326,1196.1142,0.0,1196.1142,1.2801,-146.35208,-11.88056,0.04438803,2.81422736,0.0,334.95,-0.8459434521,0.7407,0.161029,-0.09875,0.03114,-0.03114,0.259779,3.849425,0.234484,0.001866,-106.77581075,5.729677000000001,9.282205000000001,-17.875734100000003,-0.00264945,0.003983399,0.0040089900000000005,CCOC(=O)CP(=O)(CCCCC1=CC=CC=C1)O,deltaG_Mn_8,-0.0754839300004732,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_53636372,5.884500000000005,0,37.3,1,1,-0.230727,-0.00204,279.43822,51,2964.4747,1525.62742,0.0,1525.62742,1.0563,-160.71196,-6.25423,0.05159909,2.10308459,10.59,416.63,-1.3437760534,0.6541,0.131519,-0.078058,0.02673,-0.02673,0.209577,4.771513,0.29102,0.001705,-116.935016585,6.438921,8.838744,-14.822937405000001,-0.00312757,0.0039819725,0.0040090565,CCCC=CCC=CCCCCCCCCCC(=O)O,deltaG_Mn_8,-0.064925162000236,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_22788831,2.0529,2,65.12,2,3,-0.185368,-0.017657,203.21766,26,1733.01646,867.84061,6.84854,860.99208,1.314,-151.57858,7.05451,0.04631712,3.29933588,4.7,238.32,-0.25076556,0.804,0.120299,-0.109539,0.00538,-0.00538,0.229838,4.350895,0.26869,6.3e-05,-111.09525473,6.3237705,9.555502,-18.61533019,-0.003159925,0.0039874055,0.004009285,C[C@@H](C(=O)O)NC1=CNC2=CC=CC=C21,deltaG_Mn_8,-0.0547525340002721,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_619148,3.2252000000000023,3,55.760000000000005,3,1,-0.240762,-0.035544,247.16374,25,1832.59839,883.41146,0.0,883.41146,1.5113,-134.87248,-24.14547,0.04846207,3.39283836,0.0,247.38,-0.2665324743,0.8198,,,,,,,,,-111.86135234,3.0451655,10.1404755,-19.7562859,-0.002542565,0.003979031,0.0040098405,C1=CC=C2C(=C1)C3=CC=CC=C3OP(=O)(O2)O,deltaG_Mn_8,-0.0311320099997374,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_12344,1.8973,0,37.3,1,1,-0.230935,0.00549,129.17719,22,1340.04874,712.39812,0.0,712.39812,1.0802,-160.58804,-28.77974,0.05653393,3.50833654,0.0,199.49,-0.5509581624,0.8251,,,,,,,,,-118.239641235,6.418443,9.1591715,-16.386120050000002,-0.00310596,0.0039879985,0.0040090435,CC(C)CCCC(=O)O,deltaG_Mn_8,-0.0664836240000568,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_65907931,4.1681000000000035,2,40.540000000000006,2,1,-0.20636,0.002859,294.45286,53,2862.37099,1275.41656,0.0,1275.41656,1.1528,-160.99965,-19.87507,0.04149561,2.79942418,0.0,357.15,-1.2648341639,0.7644,0.128094,-0.101012,0.013541,-0.013541,0.229106,4.364796,0.275459,0.0004,-123.20518344499999,6.370348,8.704594499999999,-16.806618475,-0.0031344,0.0039845855,0.0040097205,CCC1CCC(CC1)N(C)CC2(CCC(CC2)C)C(=O)O,deltaG_Mn_8,-0.0927127320001091,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_57013329,5.408200000000005,3,37.3,1,1,-0.224943,0.000931,291.44896,52,2754.48559,1192.6533,0.0,1192.6533,1.1857,-159.9592,-21.9471,0.04711639,2.74228445,0.0,333.98,-1.2061254919,0.7968,0.131641,-0.095725,0.017958,-0.017958,0.227366,4.398191,0.282767,0.000709,-118.951864565,6.3543885,8.768320500000002,-15.64427989,-0.00318402,0.003987532,0.0040094495,C1CCC(CC1)C2(CCC(CC2)C(=O)O)C3CCCCC3,deltaG_Mn_8,-0.069075919999932,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_123319559,4.025700000000004,0,37.3,1,1,-0.228452,0.003341,219.28124,38,2198.05898,1067.87354,0.0,1067.87354,1.1179,-152.15781,-22.76549,0.04150863,3.03807389,0.0,299.04,-0.9698794593,0.7656,0.141641,-0.117162,0.01224,-0.01224,0.258803,3.863946,0.254631,0.000289,-113.910941095,5.3765944999999995,8.992803,-17.3000386,-0.00291253,0.0039881225,0.004007913,CCCCCC(CCCC)P(=O)(C)O,deltaG_Mn_8,-0.0693264139999882,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_13687302,1.5453999999999999,1,63.6,4,2,-0.242113,-0.010324,253.29447,30,2079.99723,1010.93407,0.0,1010.93407,1.3646,-143.33986,-20.86107,0.03651331,3.09529673,0.0,283.09,-0.709018507,0.7795,0.161304,-0.111676,0.024814,-0.024814,0.272981,3.663261,0.247041,0.001128,-99.02600888500001,6.6965865,9.1878255,-17.81221164,-0.00288855,0.0039833945,0.0040087214999999995,C1=CC=C(C=C1)C[C@@H](C(=O)O)OC(=O)CCS,deltaG_Mn_8,-0.0735902100002476,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_27460231,2.3819,2,57.61,2,1,-0.226171,0.001504,266.35653,43,2396.78469,1064.44373,0.0,1064.44373,1.2453,-158.97368,-31.41888,0.04321339,3.09321261,0.0,298.07,-1.0942659504,0.8137,0.141364,-0.114994,0.013185,-0.013185,0.256358,3.900802,0.267942,0.000339,-106.906675015,8.726707000000001,8.5994295,-16.152024625,-0.002966145,0.0039879275,0.004008055,C[C@@H]1C[C@@H](CN(C1)C(=O)[C@@H]2CCCC[C@@H]2C(=O)O)C,deltaG_Mn_8,-0.0978505280002082,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_164608805,3.016600000000002,2,96.22000000000001,5,3,-0.2323,-0.012668,337.2849,41,2671.68046,1266.84163,26.19332,1240.64831,1.4147,-136.47475,20.42661,0.0387447,2.92812662,9.63,345.12,-0.2712473527,0.735,0.169025,-0.095963,0.036531,-0.036531,0.264988,3.77376,0.216872,0.002518,-111.84953128000001,3.7010775000000002,9.7931415,-19.54143135,-0.002771535,0.00398441,0.0040094105,C1=CC(=CC=C1CCOP(=O)(O)OCCC2=CC=C(C=C2)O)O,deltaG_Mn_8,-0.0601821100001416,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_139609315,2.3150000000000004,2,69.56,2,3,-0.199613,-0.017883,248.19486,28,1981.41467,961.74309,9.95691,951.78617,1.4037,-142.76582,13.34867,0.04238183,3.25056299,4.28,265.04,-0.278408639,0.7932,0.136063,-0.114749,0.010657,-0.010657,0.250812,3.987053,0.254005,0.000226,-107.95446819,5.1562945,9.545306,-18.839590385,-0.002697425,0.003987538,0.004009118000000001,C1=CC=C(C=C1)P(=O)(NC2=CC=C(C=C2)O)O,deltaG_Mn_8,-0.0489802600002349,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_10944309,1.3372,0,83.83,4,2,-0.230886,-0.001767,231.26599,35,2122.05361,1108.25252,11.92586,1096.32665,1.2212,-159.94638,15.11783,0.05708639,2.55440025,21.35,288.99,-0.8186230632,0.7206,,,,,,,,,-117.22840189,6.4884965,9.159919,-16.186338980000002,-0.003133825,0.0039843225,0.0040095445,C(CCCC(=O)O)CCCC(=O)OCCO,deltaG_Mn_8,-0.0591935580000608,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_3544450,1.5816999999999997,2,55.120000000000005,3,1,-0.236742,-0.025677,223.18863,27,1836.06895,892.54976,0.0,892.54976,1.3622,-137.22964,-23.85649,0.04109174,3.3727518,0.0,249.94,-0.2896669163,0.8124,0.160898,-0.1208,0.020049,-0.020049,0.281698,3.549897,0.228694,0.000713,-110.140328115,3.5650660000000003,9.4633845,-18.50779769,-0.00267134,0.0039828485,0.0040091195,CCN1C2=CC=CC=C2N=C1P(=O)(C)O,deltaG_Mn_8,-0.0490986100001009,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_154116338,1.9399999999999997,2,55.760000000000005,3,1,-0.262995,0.007672,205.16844,27,1711.09874,860.87387,0.0,860.87387,1.3436,-143.04112,-34.32601,0.04301559,3.50220026,0.0,241.07,-0.6102841154,0.8036,0.173937,-0.128003,0.022967,-0.022967,0.301941,3.311911,0.227758,0.000873,-116.021959345,3.5488435000000003,9.7160725,-19.65586432,-0.0025569349999999998,0.0039880804999999995,0.0040092495,C1CC1COP(=O)(O)OCC2CC2,deltaG_Mn_8,-0.0703252000000702,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_69621763,3.252800000000002,1,55.760000000000005,3,1,-0.254855,0.003801,235.23756,35,2033.26354,959.81994,0.0,959.81994,1.2965,-146.81918,-31.30821,0.04678455,3.21448673,0.0,268.78,-0.8900766431,0.8086,0.163378,-0.124609,0.019384,-0.019384,0.287987,3.472373,0.238611,0.000652,-117.319417085,3.987447,9.616541999999999,-19.247921175000002,-0.00262804,0.003987023,0.00400921,CCCCC1CCCCCOP(=O)(O1)O,deltaG_Mn_8,-0.065088550000155,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_123265889,2.588900000000001,0,37.3,1,1,-0.237155,-0.001976,161.15889,24,1546.7979,790.48519,0.0,790.48519,1.1675,-154.77888,-29.62897,0.04621314,3.54198906,0.0,221.36,-0.6815549152,0.8182,0.144197,-0.130807,0.006695,-0.006695,0.275004,3.636304,0.253473,8.1e-05,-117.072821115,5.529555,9.099574,-18.120978880000003,-0.0028629099999999998,0.0039884045,0.004009098,CCC=CP(=O)(C(C)C)O,deltaG_Mn_8,-0.0864484999999604,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_54562628,4.754800000000005,2,37.3,2,1,-0.231247,-0.011441,307.36795,40,2626.33942,1204.19938,0.0,1204.19938,1.3115,-143.67892,-24.90229,0.03118905,2.99332337,0.0,337.21,-0.9668943916,0.7645,0.156176,-0.11261,0.021783,-0.021783,0.268786,3.720433,0.234742,0.000883,-109.67882370999999,5.2918465,9.182527,-17.90628626,-0.0030347050000000004,0.0039889205,0.004009366,CC(CP(=O)(CCCC1=CSC=C1)O)C2=CC=CC=C2,deltaG_Mn_8,-0.090004030000955,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_4643864,1.156,0,66.4,2,2,-0.242919,0.002165,186.22859,29,1726.18292,828.83406,0.0,828.83406,1.2089,-144.91566,-35.9376,0.03675149,3.39317153,0.0,232.1,-0.698566379,0.8396,0.15858,-0.134195,0.012193,-0.012193,0.292775,3.415589,0.249014,0.000254,-100.29824835,6.70971,9.404188999999999,-18.937138055,-0.003064705,0.003986884,0.004008813,CC(C)(C)NC(=O)CCCC(=O)O,deltaG_Mn_8,-0.0637356619999991,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_118226380,1.2470999999999999,3,55.760000000000005,3,1,-0.232415,0.003751,211.23483,30,1764.88831,838.0753,0.0,838.0753,1.3412,-154.7788,-30.57193,0.04356891,3.3627652,0.0,234.68,-0.7642879333,0.8427,0.140558,-0.125621,0.007469,-0.007469,0.266179,3.756866,0.267049,0.000105,-112.97701683,6.4652484999999995,9.188384,-17.28097024,-0.0031654400000000003,0.003989713000000001,0.0040099445,CC1(O[C@@H]2[C@@H]3C[C@H]([C@@H]2O1)[C@@H](C3)C(=O)O)C,deltaG_Mn_8,-0.0689459860002443,0.85,25,1.55,54.94,8,7.43,15.63,33.66
